session_key,try_seq,terminal_key,merchant_key,category_id,category_title,amount,adjusted_fee,session_status,try_status,switch_response_code,psp_code,issuer_bank_code,payer_card_key,verify_type,init_time_ms,verify_time_ms,created_at,try_created_at,verified_at,settled_at,expire_in
32ecbf4d-75f2-4604-b2bb-83fa051b78be,7,T5001,M1049,4,غذا و رستوران,11853555,481595,Verified,InBank,,,,,Automated,1787,,2024-03-31 22:58:36,,,,2024-03-31 23:28:36
a13e1b70-4caa-4f35-8e1d-2b05dabf904f,5,T5000,M1029,8,خدمات دیجیتال,44850383,1736513,Verified,Reversed,,,,,Manual,1304,,2024-11-21 08:53:27,,,,2024-11-21 09:23:27
17756fe5-bf0a-4be7-9aa8-0f2d3b3f7bf1,3,T5001,M1035,3,سفر و گردشگری,49955871,2049712,Verified,Verified,,,,,Manual,1642,,2024-04-11 05:14:50,,,,2024-04-11 05:44:50
590b1705-7d58-4375-86c8-2cf93ca3665a,4,T5000,M1040,5,سلولتاهای فروشگاهی,29569350,1050965,Failed,Failed,,,,,Automated,215,,2024-11-21 22:54:54,,,,2024-11-21 23:24:54
27e36e55-4911-413a-8e27-e7aa97de0b81,6,T5000,M1009,7,صنعتی و ساختگی,46620183,1681573,InBank,Verified,,,,,Automated,901,,2024-07-17 01:16:24,,,,2024-07-17 01:46:24
7f16e7f3-26e2-40e6-ba7a-436ce1b8d62a,9,T5001,M1013,7,صنعتی و ساختگی,39246905,1633551,NoAttempt,Failed,,,,,Manual,770,,2024-01-03 03:38:58,,,,2024-01-03 04:08:58
8c005102-3849-4c5b-a755-511c4e1098ef,9,T5001,M1048,7,صنعتی و ساختگی,36169370,1455188,Verified,Paid,,,,,Manual,608,,2024-06-27 04:53:24,,,,2024-06-27 05:23:24
c33c1695-933e-4ff9-82ed-0094955b0ce2,2,T5000,M1031,7,صنعتی و ساختگی,22607271,897104,Verified,Verified,,,,,Automated,1324,,2024-12-01 15:11:04,,,,2024-12-01 15:41:04
ae555075-d243-4123-9e93-ecfa7092bc35,7,T5002,M1025,1,آموزش و آموزشگاه,5683618,224498,InBank,InBank,,,,,Automated,720,,2024-04-04 22:58:09,,,,2024-04-04 23:28:09
2fdfce69-5697-4f5c-8073-0b97e5c8d116,6,T5001,M1029,6,عینی و سرویسی,25492729,941900,Reversed,Failed,,,,,Automated,89,,2024-01-30 21:29:54,,,,2024-01-30 21:59:54
d060ddcf-9e22-477c-9ece-eeaf3d10c402,3,T5000,M1022,2,خرده‌فروشی آنلاین,43788514,1544937,NoAttempt,InBank,,,,,Automated,362,,2024-01-08 10:31:44,,,,2024-01-08 11:01:44
320d167a-da66-475b-bf75-f3a4f7b7c02d,4,T5001,M1008,2,خرده‌فروشی آنلاین,37897357,1577829,Verified,Verified,,,,,Automated,1293,,2024-03-02 05:49:58,,,,2024-03-02 06:19:58
7f33e779-4267-481e-a8d3-3cadb1e8489d,9,T5000,M1049,5,سلولتاهای فروشگاهی,7304384,285241,Paid,Verified,,,,,Automated,862,,2024-12-15 17:35:38,,,,2024-12-15 18:05:38
a05a1aed-1374-4626-ac04-6b79c6cb80ea,9,T5002,M1004,4,غذا و رستوران,6888480,274715,Failed,Verified,,,,,Automated,1209,,2024-10-17 14:57:01,,,,2024-10-17 15:27:01
a417b2fc-d39a-4d14-a75f-2307d3cd536c,5,T5002,M1022,7,صنعتی و ساختگی,44443945,1670825,Verified,NoAttempt,,,,,Automated,1053,,2024-06-02 07:42:52,,,,2024-06-02 08:12:52
316e4830-0447-43ee-8a92-5d012b8a3b53,8,T5001,M1027,8,خدمات دیجیتال,47516679,1713971,InBank,Reversed,,,,,Manual,1705,,2024-04-08 13:55:18,,,,2024-04-08 14:25:18
d4382c7d-564e-414a-b5dc-5fc4bf03336b,1,T5001,M1029,5,سلولتاهای فروشگاهی,21679494,888035,Verified,Failed,,,,,Manual,1586,,2024-06-13 13:01:31,,,,2024-06-13 13:31:31
d67778d0-3bcd-4812-8e2d-00d51ec292cb,2,T5002,M1036,7,صنعتی و ساختگی,22625195,796427,Paid,Verified,,,,,Manual,579,,2024-05-09 12:16:00,,,,2024-05-09 12:46:00
cb7fb302-8222-4413-8546-fda4f656fd57,1,T5002,M1017,5,سلولتاهای فروشگاهی,37348504,1309851,Paid,InBank,,,,,Automated,1187,,2024-05-28 08:18:37,,,,2024-05-28 08:48:37
6ffa3eab-6c26-44b4-b0ed-181b86dbcb82,3,T5001,M1044,8,خدمات دیجیتال,30126484,1221644,InBank,Verified,,,,,Manual,1409,,2024-03-29 19:21:11,,,,2024-03-29 19:51:11
ffe0fd91-bb67-41ff-afa9-44233250c913,5,T5002,M1030,6,عینی و سرویسی,28605077,1200738,Verified,Verified,,,,,Automated,564,,2024-04-08 21:13:40,,,,2024-04-08 21:43:40
eab7fcea-e55c-4814-babc-640939165293,2,T5002,M1007,4,غذا و رستوران,21226064,760675,Verified,InBank,,,,,Manual,616,,2024-09-26 14:10:36,,,,2024-09-26 14:40:36
c0553a0f-3aa7-42b7-aba6-5419b193e195,8,T5000,M1006,5,سلولتاهای فروشگاهی,15316136,574755,Failed,InBank,,,,,Manual,161,,2024-01-17 14:43:03,,,,2024-01-17 15:13:03
f340e78d-680c-4d79-abb5-f78477ebea94,7,T5000,M1044,8,خدمات دیجیتال,6934540,285072,Verified,Verified,,,,,Manual,155,,2024-05-04 08:35:02,,,,2024-05-04 09:05:02
470261f1-be06-46a3-a390-1eb524ae9cc2,0,T5000,M1030,2,خرده‌فروشی آنلاین,26941021,1035672,Verified,Verified,PSP-676:5978,PSP187,BANK-41,47c5904c-692,Manual,1711,292,2024-02-25 09:07:42,2024-02-25 09:07:42,2024-02-25 09:24:42,,2024-02-25 09:37:42
4e6b95ae-60cd-4463-a655-55800efbf3aa,4,T5002,M1038,4,غذا و رستوران,35119249,1322683,Paid,Paid,,,,,Automated,675,,2024-12-27 08:40:25,,,,2024-12-27 09:10:25
1adb789c-6320-4e9c-9e02-f37f6896c9d1,1,T5002,M1039,2,خرده‌فروشی آنلاین,13994410,551080,Failed,InBank,,,,,Automated,203,,2024-03-04 10:36:24,,,,2024-03-04 11:06:24
6d9d54ba-cd4a-4f7e-83bd-bf431193895b,3,T5001,M1000,8,خدمات دیجیتال,46312913,1813459,Failed,Failed,,,,,Manual,1810,,2024-04-13 04:36:46,,,,2024-04-13 05:06:46
ec6a7c36-d381-434b-b832-b07c83eb51c5,3,T5002,M1004,4,غذا و رستوران,17803960,721323,Verified,Verified,,,,,Automated,1376,,2024-07-17 18:21:59,,,,2024-07-17 18:51:59
390c5d4a-c1cc-431f-8feb-64278ebcc257,9,T5000,M1017,2,خرده‌فروشی آنلاین,4052241,146534,Failed,Paid,,,,,Manual,1009,,2024-06-09 06:59:03,,,,2024-06-09 07:29:03
b3c1ebb9-ab96-4aa6-aa30-ef026f80fae7,9,T5001,M1044,5,سلولتاهای فروشگاهی,33636119,1304404,Verified,NoAttempt,,,,,Manual,710,,2024-06-06 16:34:15,,,,2024-06-06 17:04:15
ba3db4db-7b3e-445d-8b39-0036da023ac1,0,T5000,M1001,4,غذا و رستوران,45301397,1850639,Verified,Verified,PSP-941:5415,PSP690,BANK-15,184475ff-881,Automated,1426,1612,2024-12-30 20:15:15,2024-12-30 20:15:15,2024-12-30 20:39:15,,2024-12-30 20:45:15
5388d740-eee8-4651-9597-c4ff6f48c1f1,7,T5002,M1030,8,خدمات دیجیتال,18716771,678865,Verified,Reversed,,,,,Manual,886,,2024-06-20 13:17:27,,,,2024-06-20 13:47:27
6e027dd0-d942-4e08-9372-d2d8daaf8cc4,4,T5002,M1020,2,خرده‌فروشی آنلاین,10842773,404528,Verified,Verified,,,,,Automated,1607,,2024-05-26 03:57:42,,,,2024-05-26 04:27:42
ae6a9d17-1f21-4cad-b73f-046cc7adf8eb,6,T5000,M1029,6,عینی و سرویسی,16988200,633029,Reversed,Paid,,,,,Manual,52,,2024-10-28 02:21:44,,,,2024-10-28 02:51:44
e627a532-657b-4aa9-904f-00ad9f22bd3d,7,T5000,M1026,4,غذا و رستوران,34841878,1307701,Verified,Verified,,,,,Automated,1174,,2024-03-15 07:10:12,,,,2024-03-15 07:40:12
576ac4b0-273c-4002-ae94-95e8a5478e1f,3,T5001,M1018,8,خدمات دیجیتال,8198766,288613,Verified,Verified,,,,,Manual,78,,2024-04-23 10:10:16,,,,2024-04-23 10:40:16
caeb7c48-7140-4f59-9c69-a4d934e882c6,2,T5000,M1005,2,خرده‌فروشی آنلاین,31017243,1291229,Verified,Verified,,,,,Manual,1092,,2024-09-18 13:26:42,,,,2024-09-18 13:56:42
7c0c1afc-8eff-4a4d-9685-ea43ab68e516,3,T5001,M1026,8,خدمات دیجیتال,16406504,626687,InBank,Paid,,,,,Automated,1850,,2024-07-04 12:11:24,,,,2024-07-04 12:41:24
e669276b-5298-47f4-86bf-43b7ab3c52eb,0,T5001,M1004,7,صنعتی و ساختگی,22858641,949541,Verified,Verified,PSP-957:9022,PSP986,BANK-29,4c395457-07d,Manual,661,964,2024-04-13 05:40:10,2024-04-13 05:40:10,2024-04-13 05:57:10,,2024-04-13 06:10:10
e42b8016-a4da-4f56-982e-7538e545ea92,3,T5001,M1022,7,صنعتی و ساختگی,30607659,1271135,Paid,Verified,,,,,Manual,1638,,2024-03-26 06:00:25,,,,2024-03-26 06:30:25
f233cfbd-8ff1-4af1-afd5-c20038c1ae82,2,T5001,M1002,8,خدمات دیجیتال,47377041,1961125,Failed,Verified,,,,,Manual,1078,,2024-01-14 12:17:30,,,,2024-01-14 12:47:30
48859e9b-3803-460b-b9ba-dc550a6b8650,2,T5001,M1006,2,خرده‌فروشی آنلاین,35345979,1462372,NoAttempt,Verified,,,,,Automated,366,,2024-08-26 23:53:03,,,,2024-08-27 00:23:03
d3271281-3a82-4dac-89d6-df505b232e69,5,T5001,M1030,6,عینی و سرویسی,41876230,1668723,Verified,Paid,,,,,Manual,828,,2024-11-09 15:50:15,,,,2024-11-09 16:20:15
acc3dd1e-3e01-4a44-bc8c-2141332eacb7,4,T5002,M1040,8,خدمات دیجیتال,36356970,1281630,InBank,Reversed,,,,,Automated,938,,2024-09-29 13:40:24,,,,2024-09-29 14:10:24
39552dab-7d36-45b9-bea7-106b7c4cf83b,0,T5002,M1048,2,خرده‌فروشی آنلاین,29824763,1078599,Failed,Failed,,,,,Automated,1680,,2024-01-17 18:52:51,,,,2024-01-17 19:22:51
406c2d40-4897-442b-befc-031cdf856512,9,T5001,M1018,6,عینی و سرویسی,28952901,1042854,Verified,Verified,,,,,Automated,408,,2024-03-06 17:17:53,,,,2024-03-06 17:47:53
a04938dd-caef-4a9b-9f04-57fdd3e93cc0,7,T5001,M1039,4,غذا و رستوران,33447883,1384401,InBank,Verified,,,,,Automated,1415,,2024-06-16 17:50:15,,,,2024-06-16 18:20:15
87aab85b-80ea-4a4c-b567-d4a01a232158,9,T5001,M1029,3,سفر و گردشگری,5006788,190719,Failed,Failed,,,,,Manual,1463,,2024-12-17 03:22:28,,,,2024-12-17 03:52:28
9f7c9b61-c97a-4ad2-adaa-96155ff045f0,6,T5001,M1029,4,غذا و رستوران,25866326,1059829,InBank,Verified,,,,,Manual,1482,,2024-07-28 19:21:09,,,,2024-07-28 19:51:09
04418076-7cbf-4349-ad60-5aa640a36117,0,T5002,M1001,7,صنعتی و ساختگی,18470066,647499,Paid,Paid,PSP-608:5689,PSP894,BANK-39,06a5db93-927,Automated,1576,1293,2024-11-28 09:00:16,2024-11-28 09:00:16,2024-11-28 09:25:16,2024-11-28 09:31:16,2024-11-28 09:30:16
f11a2114-421b-41a9-a5d8-63d5c5edabff,2,T5000,M1040,5,سلولتاهای فروشگاهی,45534002,1834521,Verified,Verified,,,,,Automated,1373,,2024-11-25 17:48:59,,,,2024-11-25 18:18:59
6aa6ddb9-e539-49a6-a2ab-0998a63a8c39,4,T5001,M1019,1,آموزش و آموزشگاه,38944539,1462524,InBank,Failed,,,,,Automated,461,,2024-05-31 15:48:25,,,,2024-05-31 16:18:25
147a6e44-9abf-4318-ae15-0b47383d0cb0,7,T5001,M1034,5,سلولتاهای فروشگاهی,11092389,408186,Verified,Reversed,,,,,Manual,1832,,2024-04-17 17:26:20,,,,2024-04-17 17:56:20
9dadeb1f-ef05-4fe9-a3cb-61eec876eb1b,6,T5001,M1007,2,خرده‌فروشی آنلاین,9496043,382491,InBank,Reversed,,,,,Automated,799,,2024-10-20 16:11:15,,,,2024-10-20 16:41:15
a09beaee-a6ca-423f-8646-f880d3595d2f,4,T5000,M1025,5,سلولتاهای فروشگاهی,36058758,1293251,Failed,Verified,,,,,Manual,1975,,2024-10-27 04:22:32,,,,2024-10-27 04:52:32
47b095d8-c2bc-4f05-8c0d-6c2058b137c3,8,T5002,M1006,4,غذا و رستوران,31690277,1114710,Paid,Failed,,,,,Automated,1376,,2024-08-10 16:19:12,,,,2024-08-10 16:49:12
01743f51-80b5-4de6-a1bc-ed3e99dffb26,0,T5001,M1040,5,سلولتاهای فروشگاهی,43619721,1651358,InBank,InBank,,,,,Automated,1058,,2024-04-21 02:14:01,,,,2024-04-21 02:44:01
54650b94-d192-4dcd-a171-592587ffa97e,8,T5000,M1006,3,سفر و گردشگری,26131580,997586,Verified,Verified,,,,,Manual,366,,2024-09-27 22:16:35,,,,2024-09-27 22:46:35
2da13153-d37c-4e39-be15-5bab8606935b,0,T5000,M1041,8,خدمات دیجیتال,41365720,1565974,Reversed,Reversed,PSP-554:8285,PSP341,BANK-56,0d83f1ad-510,Automated,494,,2024-09-08 22:51:31,2024-09-08 22:51:31,,,2024-09-08 23:21:31
b9425bc3-2aab-4b4f-9288-ac6437f4343e,1,T5001,M1043,6,عینی و سرویسی,4113447,155434,InBank,Paid,,,,,Automated,237,,2024-10-27 19:54:49,,,,2024-10-27 20:24:49
71fe0207-c409-4450-a6f9-368b34595fae,2,T5002,M1041,1,آموزش و آموزشگاه,3444266,139518,InBank,Verified,,,,,Automated,1749,,2024-03-15 21:36:03,,,,2024-03-15 22:06:03
85ab5a6d-8757-4bbd-91e6-4bcf76279540,9,T5000,M1037,4,غذا و رستوران,22099258,893264,Verified,NoAttempt,,,,,Automated,346,,2024-11-09 07:38:15,,,,2024-11-09 08:08:15
7e3d36b3-ae4a-4e1d-b4b1-08ba9ff82807,0,T5001,M1034,3,سفر و گردشگری,7427032,294313,NoAttempt,NoAttempt,,,,,Automated,1664,,2024-05-10 18:12:08,,,,2024-05-10 18:42:08
8c604bc5-2965-4a41-b50e-8bc892f31456,6,T5001,M1037,1,آموزش و آموزشگاه,11743464,432835,InBank,Verified,,,,,Manual,1025,,2024-09-29 04:01:40,,,,2024-09-29 04:31:40
9d02d787-250e-4032-8e96-541f8aeddab4,0,T5001,M1049,2,خرده‌فروشی آنلاین,30383570,1170583,Paid,Paid,PSP-987:9543,PSP408,BANK-68,541f75e2-2ec,Automated,1911,1367,2024-09-22 10:38:55,2024-09-22 10:38:55,2024-09-22 11:08:55,2024-09-22 11:09:55,2024-09-22 11:08:55
a42339f8-9d54-4e2a-a707-2d17ba06f422,7,T5001,M1030,7,صنعتی و ساختگی,46093223,1648096,Verified,InBank,,,,,Automated,1295,,2024-01-30 11:43:28,,,,2024-01-30 12:13:28
67047265-bcc2-48a1-9a76-0074adc367d2,5,T5000,M1004,5,سلولتاهای فروشگاهی,41947237,1654044,Verified,Failed,,,,,Manual,653,,2024-08-06 01:09:09,,,,2024-08-06 01:39:09
3700cde0-a3ef-419a-932a-b98bd1425d03,8,T5002,M1032,7,صنعتی و ساختگی,6705753,271929,InBank,Verified,,,,,Automated,974,,2024-03-19 11:36:07,,,,2024-03-19 12:06:07
7f8b2fba-3f71-4794-8853-78d9784ac090,6,T5001,M1026,8,خدمات دیجیتال,26808329,1016355,InBank,Failed,,,,,Manual,362,,2024-04-03 00:50:04,,,,2024-04-03 01:20:04
2a90e514-6888-4224-b7cb-d751726f26a7,5,T5000,M1004,2,خرده‌فروشی آنلاین,6306566,239795,Verified,Verified,,,,,Manual,1251,,2024-07-22 01:48:27,,,,2024-07-22 02:18:27
60c6d2b0-2bb7-4133-b58b-82a5055e8657,6,T5000,M1042,7,صنعتی و ساختگی,23779565,977702,Paid,Paid,,,,,Manual,639,,2024-09-20 04:29:29,,,,2024-09-20 04:59:29
05d32bac-f5cc-4be1-a7d4-000202eb0d38,1,T5000,M1022,4,غذا و رستوران,10433766,413147,InBank,Failed,,,,,Manual,285,,2024-07-22 00:53:08,,,,2024-07-22 01:23:08
b46f154b-e341-428e-95db-c235751e715c,9,T5000,M1036,7,صنعتی و ساختگی,37695770,1576505,Verified,Verified,,,,,Manual,1297,,2024-07-22 05:02:24,,,,2024-07-22 05:32:24
07342225-0a0b-496d-9322-cc31c3f99698,5,T5000,M1001,5,سلولتاهای فروشگاهی,47207316,1904195,Paid,NoAttempt,,,,,Manual,1209,,2024-11-13 11:59:50,,,,2024-11-13 12:29:50
672b790f-ac5d-4fa0-b55a-c63fe66b2a4c,6,T5000,M1004,1,آموزش و آموزشگاه,6207753,249693,InBank,Verified,,,,,Manual,688,,2024-02-27 10:54:18,,,,2024-02-27 11:24:18
